ID, MES, DIA, Hora, umidade 
 3, 1, 18, 23, 74 
 3, 1, 0, 8, 73 
 3, 1, 2, 5, 51 
 3, 1, 21, 14, 59 
 3, 1, 4, 13, 74 
 3, 1, 18, 13, 54 
 3, 1, 23, 1, 55 
 3, 1, 21, 8, 70 
 3, 1, 19, 1, 64 
 3, 1, 19, 15, 59 
 3, 1, 18, 14, 56 
 3, 1, 19, 22, 62 
 3, 1, 5, 6, 66 
 3, 1, 5, 13, 55 
 3, 1, 12, 5, 60 
 3, 1, 1, 11, 62 
 3, 1, 8, 3, 64 
 3, 1, 0, 1, 54 
 3, 1, 1, 19, 57 
 3, 1, 3, 16, 58 
 3, 1, 5, 8, 65 
 3, 1, 8, 17, 74 
 3, 1, 9, 4, 53 
 3, 1, 18, 10, 60 
 3, 1, 2, 14, 72 
 3, 1, 15, 11, 51 
 3, 1, 15, 17, 67 
 3, 1, 13, 17, 58 
 3, 1, 12, 18, 68 
 3, 1, 23, 10, 60 
 3, 1, 12, 19, 51 
 3, 1, 8, 4, 57 
 3, 1, 13, 4, 74 
 3, 1, 6, 18, 74 
 3, 1, 13, 19, 72 
 3, 1, 13, 9, 60 
 3, 1, 2, 16, 53 
 3, 1, 0, 7, 64 
 3, 1, 20, 7, 68 
 3, 1, 12, 15, 65 
 3, 1, 6, 0, 50 
 3, 1, 9, 16, 66 
 3, 1, 5, 3, 60 
 3, 1, 17, 21, 61 
 3, 1, 7, 8, 73 
 3, 1, 23, 15, 57 
 3, 1, 19, 19, 66 
 3, 1, 17, 21, 63 
 3, 1, 19, 16, 53 
 3, 1, 20, 8, 69 
 3, 1, 21, 16, 53 
 3, 1, 19, 13, 66 
 3, 1, 9, 4, 68 
 3, 1, 21, 20, 52 
 3, 1, 4, 17, 68 
 3, 1, 4, 4, 55 
 3, 1, 4, 18, 59 
 3, 1, 12, 4, 55 
 3, 1, 11, 14, 52 
 3, 1, 11, 22, 66 
 3, 1, 19, 19, 67 
 3, 1, 0, 13, 61 
 3, 1, 18, 3, 53 
 3, 1, 15, 18, 51 
 3, 1, 11, 7, 56 
 3, 1, 10, 23, 64 
 3, 1, 18, 12, 51 
 3, 1, 20, 19, 72 
 3, 1, 8, 6, 51 
 3, 1, 2, 21, 62 
 3, 1, 0, 10, 55 
 3, 1, 4, 11, 68 
 3, 1, 13, 12, 51 
 3, 1, 1, 8, 54 
 3, 1, 1, 20, 55 
 3, 1, 21, 7, 52 
 3, 1, 12, 19, 56 
 3, 1, 21, 8, 53 
 3, 1, 6, 5, 58 
 3, 1, 16, 0, 61 
 3, 1, 9, 19, 73 
 3, 1, 13, 5, 57 
 3, 1, 21, 9, 61 
 3, 1, 7, 10, 63 
 3, 1, 5, 14, 59 
 3, 1, 0, 22, 66 
 3, 1, 14, 6, 59 
 3, 1, 18, 0, 60 
 3, 1, 4, 23, 69 
 3, 1, 23, 19, 51 
 3, 1, 5, 3, 51 
 3, 1, 13, 5, 57 
 3, 1, 7, 6, 55 
 3, 1, 23, 18, 53 
 3, 1, 4, 0, 71 
 3, 1, 11, 8, 51 
 3, 1, 9, 8, 72 
 3, 1, 14, 8, 63 
 3, 1, 13, 18, 56 
 3, 1, 15, 14, 63 
 3, 1, 19, 9, 67 
 3, 1, 12, 7, 53 
 3, 1, 16, 9, 50 
 3, 1, 20, 10, 73 
 3, 1, 4, 8, 57 
 3, 1, 21, 17, 66 
 3, 1, 17, 4, 68 
 3, 1, 1, 12, 52 
 3, 1, 17, 22, 58 
 3, 1, 2, 11, 59 
 3, 1, 20, 12, 68 
 3, 1, 8, 21, 68 
 3, 1, 8, 15, 61 
 3, 1, 23, 6, 61 
 3, 1, 9, 18, 69 
 3, 1, 14, 12, 65 
 3, 1, 21, 13, 52 
 3, 1, 13, 5, 50 
 3, 1, 21, 7, 70 
 3, 1, 2, 2, 61 
 3, 1, 0, 22, 60 
 3, 1, 10, 12, 66 
 3, 1, 7, 8, 69 
 3, 1, 17, 14, 66 
 3, 1, 9, 5, 70 
 3, 1, 18, 22, 55 
 3, 1, 19, 18, 57 
 3, 1, 17, 11, 57 
 3, 1, 15, 21, 68 
 3, 1, 13, 13, 68 
 3, 1, 19, 20, 73 
 3, 1, 23, 22, 60 
 3, 1, 8, 16, 53 
 3, 1, 16, 16, 54 
 4, 1, 20, 5, 82 
 4, 1, 13, 22, 75 
 4, 1, 1, 16, 85 
 4, 1, 2, 13, 92 
 4, 1, 2, 21, 88 
 4, 1, 23, 1, 83 
 4, 1, 5, 17, 79 
 4, 1, 18, 11, 94 
 4, 1, 23, 16, 75 
 4, 1, 11, 21, 79 
 4, 1, 12, 17, 78 
 4, 1, 19, 2, 97 
 4, 1, 7, 0, 94 
 4, 1, 8, 2, 76 
 4, 1, 18, 4, 92 
 4, 1, 17, 5, 91 
 4, 1, 20, 16, 77 
 4, 1, 20, 13, 85 
 4, 1, 8, 1, 89 
 4, 1, 5, 20, 85 
 4, 1, 11, 16, 92 
 4, 1, 15, 3, 94 
 4, 1, 11, 12, 91 
 4, 1, 12, 21, 79 
 4, 1, 6, 8, 77 
 4, 1, 1, 5, 79 
 4, 1, 21, 10, 77 
 4, 1, 3, 18, 92 
 4, 1, 8, 9, 96 
 4, 1, 5, 8, 86 
 4, 1, 13, 1, 99 
 4, 1, 5, 19, 76 
 4, 1, 19, 22, 80 
 4, 1, 15, 3, 80 
 4, 1, 4, 18, 77 
 4, 1, 23, 1, 76 
 4, 1, 16, 15, 78 
 4, 1, 3, 13, 96 
 4, 1, 16, 16, 79 
 4, 1, 12, 4, 75 
 4, 1, 19, 14, 96 
 4, 1, 16, 6, 91 
 4, 1, 4, 22, 77 
 4, 1, 9, 8, 98 
 4, 1, 3, 6, 77 
 4, 1, 16, 19, 88 
 4, 1, 12, 4, 75 
 4, 1, 7, 2, 77 
 4, 1, 20, 2, 91 
 4, 1, 15, 2, 89 
 4, 1, 8, 10, 80 
 4, 1, 10, 5, 89 
 4, 1, 21, 13, 86 
 4, 1, 4, 2, 90 
 4, 1, 3, 15, 77 
 4, 1, 6, 14, 80 
 4, 1, 2, 19, 79 
 4, 1, 11, 6, 90 
 4, 1, 1, 9, 82 
 4, 1, 16, 5, 90 
 4, 1, 6, 0, 98 
 4, 1, 15, 16, 82 
 4, 1, 11, 14, 82 
 4, 1, 17, 11, 82 
 4, 1, 3, 21, 95 
 4, 1, 19, 4, 75 
 4, 1, 11, 11, 98 
 4, 1, 2, 8, 78 
 4, 1, 12, 22, 97 
 4, 1, 10, 20, 78 
 4, 1, 11, 4, 85 
 4, 1, 2, 3, 93 
 4, 1, 7, 6, 78 
 4, 1, 3, 6, 76 
 4, 1, 19, 13, 83 
 4, 1, 10, 7, 75 
 4, 1, 15, 13, 81 
 4, 1, 0, 17, 78 
 4, 1, 18, 1, 76 
 4, 1, 5, 0, 99 
 4, 1, 2, 22, 89 
 4, 1, 14, 8, 77 
 4, 1, 10, 20, 76 
 4, 1, 22, 20, 92 
 4, 1, 14, 1, 79 
 4, 1, 18, 2, 89 
 4, 1, 18, 5, 86 
 4, 1, 2, 1, 94 
 4, 1, 7, 2, 79 
 4, 1, 2, 2, 83 
 4, 1, 20, 10, 86 
 4, 1, 2, 14, 90 
 4, 1, 5, 17, 91 
 4, 1, 17, 3, 79 
 4, 1, 1, 4, 97 
 4, 1, 0, 12, 98 
 4, 1, 23, 8, 97 
 4, 1, 22, 8, 79 
 4, 1, 23, 10, 81 
 4, 1, 2, 6, 82 
 4, 1, 9, 21, 88 
 4, 1, 0, 19, 76 
 4, 1, 12, 4, 98 
 4, 1, 2, 18, 82 
 4, 1, 8, 17, 93 
 4, 1, 3, 1, 77 
 4, 1, 10, 23, 82 
 4, 1, 10, 0, 90 
 4, 1, 6, 0, 87 
 4, 1, 13, 16, 89 
 4, 1, 23, 14, 96 
 4, 1, 17, 0, 86 
 4, 1, 23, 8, 79 
 4, 1, 0, 14, 87 
 4, 1, 18, 4, 99 
 4, 1, 3, 2, 82 
 4, 1, 5, 3, 86 
 4, 1, 23, 4, 86 
 4, 1, 12, 13, 98 
 4, 1, 22, 0, 89 
 4, 1, 20, 7, 94 
 4, 1, 10, 4, 77 
 4, 1, 1, 14, 81 
 4, 1, 11, 15, 88 
 4, 1, 4, 15, 83 
 4, 1, 8, 22, 92 
 4, 1, 15, 8, 79 
 4, 1, 1, 12, 87 
 4, 1, 12, 12, 80 
 4, 1, 2, 22, 90 
 4, 1, 20, 3, 83 
 4, 1, 16, 2, 76 
 4, 1, 12, 21, 77 
 4, 1, 15, 0, 99 
 4, 1, 18, 5, 88 
 4, 1, 9, 12, 93 
 4, 1, 7, 13, 81 
 4, 1, 21, 4, 90 
 4, 1, 5, 6, 83 
 4, 1, 0, 3, 97 
 4, 1, 18, 8, 80 
 4, 1, 2, 1, 85 
 4, 1, 6, 19, 80 
 4, 1, 2, 21, 93 
 4, 1, 4, 6, 94 
 4, 1, 16, 13, 84 
 4, 1, 18, 20, 85 
 4, 1, 1, 18, 89 
 4, 1, 19, 12, 76 
 4, 1, 21, 22, 84 
 4, 1, 16, 13, 79 
 4, 1, 23, 19, 87 
 4, 1, 23, 10, 96 
 4, 1, 15, 22, 84 
 4, 1, 1, 18, 76 
 4, 1, 3, 7, 83 
 4, 1, 10, 18, 96 
 4, 1, 16, 13, 99 
 4, 1, 14, 14, 76 
 4, 1, 20, 23, 76 
 4, 1, 13, 10, 93 
 4, 1, 22, 0, 96 
 4, 1, 9, 5, 85 
 4, 1, 14, 15, 98 
 4, 1, 4, 15, 98 
 4, 1, 14, 1, 78 
 4, 1, 0, 1, 99 
 4, 1, 20, 13, 81 
 4, 1, 14, 5, 84 
 4, 1, 9, 1, 80 
 4, 1, 21, 13, 79 
 4, 1, 19, 2, 90 
 4, 1, 0, 21, 77 
 4, 1, 22, 23, 78 
 4, 1, 10, 9, 93 
 4, 1, 23, 6, 90 
 4, 1, 16, 21, 81 
 4, 1, 15, 14, 90 
 4, 1, 1, 6, 75 
 4, 1, 20, 9, 90 
 4, 1, 23, 0, 92 
 4, 1, 3, 11, 95 
 4, 1, 8, 1, 81 
 4, 1, 18, 19, 90 
 4, 1, 1, 9, 84 
 4, 1, 5, 12, 85 
 4, 1, 22, 1, 84 
 4, 1, 12, 16, 85 
 4, 1, 20, 7, 87 
 4, 1, 8, 23, 85 
 4, 1, 15, 5, 88 
 4, 1, 15, 6, 99 
 4, 1, 23, 5, 76 
 4, 1, 0, 10, 84 
 4, 1, 15, 14, 85 
 4, 1, 1, 16, 94 
 4, 1, 3, 6, 98 
 4, 1, 23, 22, 83 
 4, 1, 0, 20, 91 
 4, 1, 6, 23, 90 
 4, 1, 2, 22, 83 
 4, 1, 18, 2, 85 
 4, 1, 7, 17, 86 
 4, 1, 2, 16, 77 
 4, 1, 8, 11, 81 
 4, 1, 19, 7, 94 
 4, 1, 15, 10, 92 
 4, 1, 17, 14, 91 
 4, 1, 2, 15, 84 
 4, 1, 11, 14, 75 
 4, 1, 1, 1, 80 
 4, 1, 4, 1, 84 
 4, 1, 9, 7, 93 
 4, 1, 12, 5, 94 
 4, 1, 20, 6, 79 
 4, 1, 16, 15, 92 
 4, 1, 20, 17, 90 
 4, 1, 8, 21, 94 
 4, 1, 11, 2, 78 
 4, 1, 4, 19, 88 
 4, 1, 2, 6, 87 
 4, 1, 19, 12, 76 
 4, 1, 0, 17, 98 
 4, 1, 1, 18, 78 
 4, 1, 0, 0, 78 
 4, 1, 17, 2, 95 
 4, 1, 16, 11, 82 
 4, 1, 3, 18, 94 
 4, 1, 2, 0, 98 
 4, 1, 5, 21, 85 
 4, 1, 3, 12, 82 
 4, 1, 17, 19, 91 
 4, 1, 8, 20, 80 
 4, 1, 0, 15, 94 
 4, 1, 12, 16, 86 
 4, 1, 1, 2, 94 
 4, 1, 17, 14, 90 
 4, 1, 22, 18, 94 
 4, 1, 10, 15, 98 
 4, 1, 3, 6, 95 
 4, 1, 19, 13, 93 
 4, 1, 20, 19, 82 
 4, 1, 19, 2, 76 
 4, 1, 14, 17, 82 
 4, 1, 10, 18, 82 
 4, 1, 11, 9, 84 
 4, 1, 14, 5, 92 
 4, 1, 14, 17, 88 
 4, 1, 3, 2, 91 
 4, 1, 15, 17, 83 
 4, 1, 5, 4, 77 
 4, 1, 16, 7, 91 
 4, 1, 17, 19, 84 
 4, 1, 17, 9, 97 
 4, 1, 18, 2, 80 
 4, 1, 4, 14, 99 
 4, 1, 11, 20, 95 
 4, 1, 13, 10, 77 
 4, 1, 14, 20, 98 
 4, 1, 18, 0, 96 
 4, 1, 4, 21, 88 
 4, 1, 3, 12, 80 
 4, 1, 14, 6, 98 
 4, 1, 6, 22, 89 
 4, 1, 5, 14, 88 
 4, 1, 6, 0, 87 
 4, 1, 5, 10, 99 
 4, 1, 15, 23, 86 
 4, 1, 23, 16, 82 
 4, 1, 22, 2, 75 
 4, 1, 7, 17, 89 
 4, 1, 14, 16, 88 
 4, 1, 20, 19, 89 
 4, 1, 18, 9, 86 
 4, 1, 19, 8, 91 
 4, 1, 9, 12, 81 
 4, 1, 16, 22, 78 
 4, 1, 6, 20, 86 
 4, 1, 8, 1, 88 
 4, 1, 17, 6, 96 
 4, 1, 1, 22, 98 
 4, 1, 3, 14, 90 
 4, 1, 22, 23, 86 
 4, 1, 3, 9, 77 
 4, 1, 5, 22, 97 
 4, 1, 19, 23, 92 
 4, 1, 2, 4, 88 
 4, 1, 12, 16, 81 
 4, 1, 6, 13, 85 
 4, 1, 22, 12, 78 
 4, 1, 3, 0, 83 
 4, 1, 11, 19, 96 
 4, 1, 7, 17, 85 
 4, 1, 6, 14, 82 
 4, 1, 2, 21, 77 
 4, 1, 5, 22, 77 
 4, 1, 9, 16, 86 
 4, 1, 15, 8, 85 
 4, 1, 16, 8, 94 
 4, 1, 23, 0, 95 
 4, 1, 4, 4, 99 
 4, 1, 1, 10, 97 
 4, 1, 5, 22, 99 
 4, 1, 14, 16, 95 
 4, 1, 23, 5, 82 
 4, 1, 16, 10, 90 
 4, 1, 19, 11, 90 
 4, 1, 9, 10, 77 
 4, 1, 2, 1, 98 
 4, 1, 5, 10, 96 
 4, 1, 19, 23, 87 
 4, 1, 19, 1, 96 
 4, 1, 13, 6, 83 
 4, 1, 16, 3, 83 
 4, 1, 2, 9, 99 
 4, 1, 12, 3, 77 
 4, 1, 2, 3, 87 
 4, 1, 23, 18, 98 
 4, 1, 4, 12, 90 
 4, 1, 22, 6, 80 
 4, 1, 2, 8, 75 
 4, 1, 0, 7, 75 
 4, 1, 0, 0, 77 
 4, 1, 0, 17, 81 
 4, 1, 8, 9, 76 
 4, 1, 10, 21, 78 
 4, 1, 15, 11, 99 
 4, 1, 2, 15, 79 
 4, 1, 16, 16, 76 
 4, 1, 19, 19, 80 
 4, 1, 14, 14, 80 
 4, 1, 16, 13, 85 
 4, 1, 13, 21, 82 
 4, 1, 15, 13, 94 
 4, 1, 8, 15, 88 
 4, 1, 21, 11, 77 
 4, 1, 14, 20, 84 
 4, 1, 14, 21, 83 
 4, 1, 17, 8, 95 
 4, 1, 23, 19, 75 
 4, 1, 15, 3, 94 
 4, 1, 23, 12, 77 
 4, 1, 4, 11, 88 
 4, 1, 1, 2, 87 
 4, 1, 4, 4, 93 
 4, 1, 21, 20, 90 
 4, 1, 13, 22, 92 
 4, 1, 15, 19, 88 
 4, 1, 10, 19, 94 
 4, 1, 7, 1, 86 
 4, 1, 0, 22, 86 
 4, 1, 22, 1, 87 
 4, 1, 14, 11, 88 
 4, 1, 18, 8, 98 
 4, 1, 14, 23, 91 
 4, 1, 21, 4, 91 
 4, 1, 0, 0, 86 
 4, 1, 7, 2, 77 
 4, 1, 5, 10, 84 
 4, 1, 10, 5, 78 
 4, 1, 17, 18, 83 
 4, 1, 13, 21, 96 
 4, 1, 19, 19, 86 
 4, 1, 12, 19, 87 
 4, 1, 18, 17, 97 
 4, 1, 2, 5, 89 
 4, 1, 5, 3, 81 
 4, 1, 1, 16, 79 
 4, 1, 7, 18, 87 
 4, 1, 15, 20, 80 
 4, 1, 17, 5, 85 
 4, 1, 1, 10, 97 
 4, 1, 20, 3, 88 
 4, 1, 23, 3, 91 
 4, 1, 14, 20, 78 
 4, 1, 17, 19, 99 
 4, 1, 11, 7, 81 
 4, 1, 2, 6, 92 
 4, 1, 18, 1, 87 
 4, 1, 2, 18, 91 
 4, 1, 19, 9, 93 
 4, 1, 8, 15, 86 
 4, 1, 18, 17, 82 
 4, 1, 19, 7, 81 
 4, 1, 11, 18, 90 
 4, 1, 18, 11, 75 
 4, 1, 2, 22, 87 
 4, 1, 5, 4, 85 
 4, 1, 9, 3, 85 
 4, 1, 16, 23, 85 
 4, 1, 9, 14, 92 
 4, 1, 19, 10, 83 
 4, 1, 23, 8, 80 
 4, 1, 1, 10, 96 
 4, 1, 13, 12, 93 
 4, 1, 3, 15, 79 
 4, 1, 16, 18, 79 
 4, 1, 14, 1, 78 
 4, 1, 19, 14, 95 
 4, 1, 4, 8, 86 
 4, 1, 5, 14, 94 
 4, 1, 0, 22, 79 
 4, 1, 15, 11, 95 
 4, 1, 22, 18, 96 
 4, 1, 1, 10, 89 
 4, 1, 16, 13, 92 
 4, 1, 18, 11, 82 
 4, 1, 8, 16, 88 
 4, 1, 0, 9, 79 
 4, 1, 0, 21, 92 
 4, 1, 14, 5, 90 
 4, 1, 19, 3, 86 
 4, 1, 20, 0, 75 
 4, 1, 21, 0, 85 
 4, 1, 3, 4, 93 
 4, 1, 5, 18, 98 
 4, 1, 7, 2, 98 
 4, 1, 15, 9, 80 
 4, 1, 12, 10, 99 
 4, 1, 6, 0, 83 
 4, 1, 20, 5, 99 
 4, 1, 5, 10, 97 
 4, 1, 19, 8, 83 
 4, 1, 4, 1, 81 
 4, 1, 21, 3, 89 
 4, 1, 6, 0, 86 
 4, 1, 18, 15, 95 
 4, 1, 17, 10, 90 
 4, 1, 15, 3, 75 
 4, 1, 20, 3, 78 
 4, 1, 7, 3, 82 
 4, 1, 17, 16, 97 
 4, 1, 12, 10, 86 
 4, 1, 3, 23, 88 
 4, 1, 22, 23, 85 
 4, 1, 0, 3, 92 
 4, 1, 13, 2, 98 
 4, 1, 13, 0, 77 
 4, 1, 13, 12, 85 
 4, 1, 11, 20, 81 
 4, 1, 23, 23, 81 
 4, 1, 13, 2, 78 
 4, 1, 7, 1, 78 
 4, 1, 10, 2, 97 
 4, 1, 12, 12, 75 
 4, 1, 10, 2, 96 
 4, 1, 0, 4, 87 
 4, 1, 10, 12, 94 
 4, 1, 11, 9, 84 
 4, 1, 1, 23, 96 
 4, 1, 22, 3, 91 
 4, 1, 10, 1, 75 
 4, 1, 0, 8, 87 
 4, 1, 8, 21, 75 
 4, 1, 20, 8, 75 
 4, 1, 0, 4, 86 
 4, 1, 10, 14, 84 
 4, 1, 4, 15, 77 
 4, 1, 0, 11, 87 
 4, 1, 8, 6, 81 
 4, 1, 15, 7, 88 
 4, 1, 3, 20, 96 
 4, 1, 21, 4, 84 
 4, 1, 9, 16, 97 
 4, 1, 11, 1, 95 
 4, 1, 21, 5, 81 
 4, 1, 11, 6, 91 
 4, 1, 2, 19, 80 
 4, 1, 19, 16, 92 
 4, 1, 0, 10, 78 
 4, 1, 16, 1, 99 
 4, 1, 1, 9, 94 
 4, 1, 17, 12, 89 
 4, 1, 14, 3, 99 
 4, 1, 8, 14, 91 
 4, 1, 3, 9, 76 
 4, 1, 6, 11, 82 
 4, 1, 13, 21, 97 
 4, 1, 4, 13, 76 
 4, 1, 5, 16, 98 
 4, 1, 8, 9, 82 
 4, 1, 19, 19, 83 
 4, 1, 0, 2, 84 
 4, 1, 19, 18, 75 
 4, 1, 8, 0, 82 
 4, 1, 2, 10, 81 
 4, 1, 12, 19, 87 
 4, 1, 12, 21, 99 
 4, 1, 6, 22, 84 
 4, 1, 13, 22, 91 
 4, 1, 12, 7, 96 
 4, 1, 1, 18, 76 
 4, 1, 7, 5, 75 
 4, 1, 16, 9, 90 
 4, 1, 18, 3, 81 
 4, 1, 17, 1, 87 
 4, 1, 12, 11, 95 
 4, 1, 15, 4, 78 
 4, 1, 22, 1, 95 
 4, 1, 9, 9, 87 
 4, 1, 0, 23, 97 
 4, 1, 10, 16, 85 
 4, 1, 9, 16, 96 
 4, 1, 6, 7, 93 
 4, 1, 17, 0, 75 
 4, 1, 23, 12, 83 
 4, 1, 3, 0, 77 
 4, 1, 22, 6, 79 
 4, 1, 10, 0, 79 
 4, 1, 17, 0, 99 
 4, 1, 23, 20, 81 
 4, 1, 11, 10, 93 
 4, 1, 3, 1, 86 
 4, 1, 22, 2, 78 
 4, 1, 15, 13, 78 
 4, 1, 12, 19, 75 
 4, 1, 20, 7, 87 
 4, 1, 18, 17, 86 
 4, 1, 21, 4, 84 
 4, 1, 16, 8, 76 
 4, 1, 3, 9, 84 
 4, 1, 2, 20, 80 
 4, 1, 9, 21, 89 
 4, 1, 9, 5, 98 
 4, 1, 15, 2, 85 
 4, 1, 18, 10, 97 
 4, 1, 18, 2, 91 
 4, 1, 17, 6, 94 
 4, 1, 17, 23, 79 
 4, 1, 10, 12, 81 
 4, 1, 8, 13, 76 
 4, 1, 13, 9, 77 
 4, 1, 15, 4, 96 
 4, 1, 23, 12, 92 
 4, 1, 5, 6, 82 
 4, 1, 8, 20, 84 
 4, 1, 12, 0, 98 
 4, 1, 1, 22, 75 
 4, 1, 0, 13, 89 
 4, 1, 18, 14, 99 
 4, 1, 10, 19, 75 
 4, 1, 11, 1, 90 
 4, 1, 6, 13, 79 
 4, 1, 5, 22, 84 
 4, 1, 8, 5, 94 
 4, 1, 13, 14, 94 
 4, 1, 16, 12, 85 
 4, 1, 4, 14, 89 
 4, 1, 1, 18, 89 
 4, 1, 8, 23, 95 
 4, 1, 6, 17, 83 
 4, 1, 1, 23, 87 
 4, 1, 5, 16, 98 
 4, 1, 2, 1, 85 
 4, 1, 16, 23, 78 
 4, 1, 23, 6, 75 
 4, 1, 14, 0, 82 
 4, 1, 12, 21, 91 
 4, 1, 18, 23, 93 
 4, 1, 8, 5, 83 
 4, 1, 0, 11, 94 
 4, 1, 1, 18, 99 
 4, 1, 10, 5, 84 
 4, 1, 6, 10, 76 
 4, 1, 21, 13, 99 
 4, 1, 4, 3, 88 
 4, 1, 9, 11, 82 
 4, 1, 14, 6, 81 
 4, 1, 21, 20, 78 
 4, 1, 4, 3, 81 
 4, 1, 6, 13, 86 
 4, 1, 1, 1, 79 
 4, 1, 22, 19, 79 
 4, 1, 15, 2, 96 
 4, 1, 17, 18, 93 
 4, 1, 18, 15, 89 
 4, 2, 13, 2, 80
